-6.0, 90.04
-5.99, 90.04
-5.98, 90.04
-5.98, 90.045
-5.98, 90.05
-5.97, 90.04
-5.96, 90.04
-5.96, 90.05
-5.96, 90.06
-6.0, 90.14
-5.99, 90.14
 -5.98, 90.14
-5.97, 90.14
-5.96, 90.14
-5.95, 90.14
-6.0, 90.16
-6.0, 90.15
-5.99, 90.24
-6.0, 90.24
-6.0, 90.26
-5.99, 90.26
-5.98, 90.26
-5.98, 90.24
-5.96, 90.26
-5.95, 90.255
-5.95, 90.245
-5.96, 90.24
-5.98, 90.25
-5.97, 90.24
-5.97, 90.26
-5.99, 90.34
-6.0, 90.345
-6.0, 90.355
-5.99, 90.36
-5.98, 90.36
-5.98, 90.34
-5.96, 90.36
-5.95, 90.355
-5.95, 90.345
-5.96, 90.34
-5.98, 90.355
-5.97, 90.34
-5.98, 90.35
-6.0, 90.46
-6.0, 90.45
-5.99, 90.445
-5.98, 90.44
-5.96, 90.46
-5.96, 90.45
-5.97, 90.445
-5.997, 90.445
-5.963, 90.445
-5.977, 90.443
-5.983, 90.443
-6.0, 90.54
-5.99, 90.54
-5.98, 90.54
-5.98, 90.545
-5.98, 90.55
-5.97, 90.54
-5.96, 90.54
-5.96, 90.55
-5.96, 90.56
-5.99, 90.64
-6.0, 90.645
-6.0, 90.655
-5.99, 90.66
-5.98, 90.66
-5.98, 90.64
-5.96, 90.66
-5.95, 90.655
-5.95, 90.645
-5.96, 90.64
-5.97, 90.66
-5.97, 90.64
-5.99, 90.74
-6.0, 90.745
-6.0, 90.755
-5.99, 90.76
-5.98, 90.76
-5.98, 90.74
-5.96, 90.76
-5.95, 90.76
-5.95, 90.74
-5.96, 90.74
-5.97, 90.76
-5.97, 90.74
-6.0, 90.84
-5.99, 90.84
-5.98, 90.84
-5.97, 90.84
-5.96, 90.84
-5.95, 90.84
-6.0, 90.86
-5.99, 90.86
-5.98, 90.86
-5.97, 90.86
-5.96, 90.86
-5.95, 90.86
-5.97, 90.8466
-5.975, 90.85
-5.98, 90.8533
-5.96, 90.8433
-5.99, 90.8566
-6.0, 90.94
-6.0, 90.95
-5.99, 90.96
-5.99, 90.94
-5.98, 90.94
-5.98, 90.96
-5.97, 90.94
-5.96, 90.94
-5.96, 90.95
-5.97, 90.96
-5.997, 90.955
-5.963, 90.955
-6.0, 91.04
-6.0, 91.0449999999999
-6.0, 91.0499999999999
-6.0, 91.055
-6.0, 91.0599999999999
-6.0, 91.1399999999999
-5.99, 91.1399999999999
-5.98, 91.1399999999999
-5.97, 91.1399999999999
-5.96, 91.1399999999999
-5.95, 91.1399999999999
-6.0, 91.1599999999999
-5.99, 91.1599999999999
-5.98, 91.1599999999999
-5.97, 91.1599999999999
-5.96, 91.1599999999999
-5.95, 91.1599999999999
-5.97, 91.1465999999999
-5.975, 91.1499999999999
-5.97, 91.1532999999999
-5.96, 91.1432999999999
-5.96, 91.1566
-5.99, 91.2399999999999
-6.0, 91.2449999999999
-6.0, 91.2549999999999
-5.99, 91.2599999999999
-5.98, 91.2549999999999
-5.975, 91.2449999999999
-5.97, 91.2549999999999
-5.96, 91.2599999999999
-5.95, 91.2549999999999
-5.95, 91.2449999999999
-5.96, 91.2399999999999
-6.0, 91.3399999999999
-6.0, 91.3449999999999
-6.0,  91.3499999999999
-6.0, 91.3549999999999
-6.0, 91.3599999999999
-5.99, 91.4399999999999
-6.0, 91.4449999999999
-6.0, 91.4549999999999
-5.99, 91.4599999999999
-5.98, 91.4599999999999
-5.95, 91.4599999999999
-5.95, 91.4499999999999
-5.95, 91.4399999999999
-5.96, 91.4399999999999
-5.975, 91.4499999999999
-5.97, 91.4399999999999
-6.0, 91.5499999999999
-6.0, 91.5399999999999
-6.0, 91.5599999999999
-5.99, 91.5499999999999
-5.98, 91.5499999999999
-5.97, 91.5499999999999
-5.96, 91.5499999999999
-5.95, 91.5499999999999
-5.96, 91.5399999999999
-6.0, 91.6599999999999
-5.99, 91.6599999999999
-5.98, 91.6599999999999
-5.97, 91.6599999999999
-5.96, 91.6599999999999
-5.95, 91.6599999999999
-5.97, 91.6499999999999
-5.97, 91.6399999999999
-5.96, 91.6399999999999
-5.95, 91.6399999999999
-5.99, 91.7399999999999
-6.0, 91.7449999999999
-6.0, 91.7549999999999
-5.99, 91.7599999999999
-5.982, 91.7549999999999
-5.975, 91.7499999999999
-5.968, 91.7549999999999
-5.96, 91.7599999999999
-5.95, 91.7549999999999
-5.95, 91.7449999999999
-5.96, 91.7399999999999
-5.982, 91.7449999999999
-5.968, 91.7449999999999
-5.99, 91.8399999999999
-6.0, 91.8499999999999
-5.9975, 91.8549999999999
-5.99, 91.8599999999999
-5.983, 91.8599999999999
-5.978, 91.8499999999999
-5.98, 91.8399999999999
-5.96, 91.8599999999999
-5.9525, 91.8549999999999
-5.95, 91.8499999999999
-5.96, 91.8399999999999
-5.967, 91.8599999999999
-5.972, 91.8499999999999
-6.0, 91.8399999999999
-5.97, 91.8399999999999
-5.95, 91.8399999999999
-5.975, 91.8399999999999
-5.99, 91.9399999999999
-6.0, 91.9499999999999
-5.9975, 91.9549999999999
-5.99, 91.9599999999999
-5.983, 91.9599999999999
-5.978, 91.9499999999999
-5.98, 91.9399999999999
-5.96, 91.9599999999999
-5.9525, 91.9549999999999
-5.95, 91.9499999999999
-5.96, 91.9399999999999
-5.967, 91.9599999999999
-5.972, 91.9499999999999
-6.0, 91.9399999999999
-5.97, 91.9399999999999
-5.95, 91.9399999999999
-5.975, 91.9399999999999
-6.0, 92.0399999999999
-6.0, 92.0499999999999
-6.0, 92.0599999999999
-5.99, 92.0399999999999
-5.98, 92.0399999999999
-5.98, 92.0449999999999
-5.98, 92.0499999999999
-5.97, 92.0399999999999
-5.96, 92.0399999999999
-5.96, 92.0499999999999
-5.96, 92.0599999999999
-5.99, 92.1399999999999
-6.0, 92.1399999999999
-6.0, 92.1599999999999
-5.99, 92.1599999999999
-5.98, 92.1599999999999
-5.98, 92.1399999999999
-5.96, 92.1599999999999
-5.95, 92.1549999999999
-5.95, 92.1449999999999
-5.96, 92.1399999999999
-5.98, 92.1499999999999
-5.97, 92.1399999999999
-5.97, 92.1599999999999
-6.0, 92.2399999999999
-6.0, 92.2499999999999
-5.99, 92.2549999999999
-5.98, 92.2599999999999
-5.96, 92.2399999999999
-5.96, 92.2499999999999
-5.97, 92.2549999999999
-5.997, 92.2549999999999
-5.963, 92.2549999999999
-5.977, 92.2569999999999
-5.983, 92.2569999999999
